SYSTEM,WATERWAY,SITE,TRANSECT,METRES,SPECIES,RECRUIT_COUNT,DATE,SURVEY,Notes
Campaspe,Campaspe,English,10,14 to 15,Paspalum dilatatum,8,5/04/2022,14,
Campaspe,Campaspe,English,10,14 to 15,Bromus diandrus,10 to 50,5/04/2022,14,
Campaspe,Campaspe,English,10,16 to 17,Ehrharta longiflora,10 to 50,5/04/2022,14,
Campaspe,Campaspe,English,10,16 to 17,Bromus diandrus,6,5/04/2022,14,
Campaspe,Campaspe,English,10,16 to 17,Paspalum dilatatum,2,5/04/2022,14,
Campaspe,Campaspe,English,10,18 to 19,Bromus diandrus,10 to 50,5/04/2022,14,
Campaspe,Campaspe,English,10,18 to 19,Ehrharta longiflora,10 to 50,5/04/2022,14,
Campaspe,Campaspe,English,10,18 to 19,Paspalum dilatatum,5,5/04/2022,14,
Campaspe,Campaspe,English,10,18 to 19,Lolium rigidum,5,5/04/2022,14,
Campaspe,Campaspe,English,10,20 to 21,Lolium rigidum,10 to 50,5/04/2022,14,
Campaspe,Campaspe,English,10,20 to 21,Ehrharta longiflora,10 to 50,5/04/2022,14,
Campaspe,Campaspe,English,10,20 to 21,Bromus diandrus,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,1, -1 to 0,Brachypodium spp.,50 to 100,5/04/2022,14,
Campaspe,Campaspe,Bryants,1, -1 to 0,Lolium spp.,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,1,0 to 1,Brachypodium spp.,>100,5/04/2022,14,
Campaspe,Campaspe,Bryants,1,1 to 2,Brachypodium spp.,50 to 100,5/04/2022,14,
Campaspe,Campaspe,Bryants,1,1 to 2,Bromus spp.,2,5/04/2022,14,
Campaspe,Campaspe,Bryants,1,2 to 3,Brachypodium spp.,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,1,3 to 4,Brachypodium spp.,50 to 100,5/04/2022,14,
Campaspe,Campaspe,Bryants,1,3 to 4,Bromus spp.,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,2, -1 to 0,Nil,0,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,0 to 1,Cyperus eragrostis,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,1 to 2,Symphyotrichum subulatum,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,1 to 2,Sonchus oleraceus,2,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,2 to 3,Symphyotrichum subulatum,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,2 to 3,Cyperus eragrostis,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,2 to 3,Panicum coloratum,2,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,3 to 4,Nil,0,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,4 to 5,Lachnagrostis filiformis s.l.,4,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,4 to 5,Plantago lanceolata,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,5 to 6,Brachypodium spp.,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,5 to 6,Plantago lanceolata,3,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,5 to 6,Panicum coloratum,3,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,5 to 6,Symphyotrichum subulatum,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,6 to 7,Brachypodium spp.,50 to 100,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,6 to 7,Plantago lanceolata,2,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,6 to 7,Symphyotrichum subulatum,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,6 to 7,Hypochaeris radicata,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,7 to 8,Brachypodium spp.,>100,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,8 to 9,Brachypodium spp.,50 to 100,5/04/2022,14,
Campaspe,Campaspe,Bryants,2,8 to 9,Cirsium vulgare,3,5/04/2022,14,
Campaspe,Campaspe,Bryants,3, -1 to 0,Nil,0,5/04/2022,14,
Campaspe,Campaspe,Bryants,3,0 to 1,Bromus spp.,7,5/04/2022,14,
Campaspe,Campaspe,Bryants,3,1 to 2,Bromus spp.,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,3,2 to 3,Brachypodium spp.,50 to 100,5/04/2022,14,
Campaspe,Campaspe,Bryants,4, -1 to 0,Nil,0,5/04/2022,14,
Campaspe,Campaspe,Bryants,4,0 to 1,Lachnagrostis filiformis s.l.,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,4,1 to 2,Lachnagrostis filiformis s.l.,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,4,1 to 2,Brachypodium spp.,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,4,1 to 2,Themeda triandra,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,4,2 to 3,Brachypodium spp.,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,4,2 to 3,Lachnagrostis filiformis s.l.,5,5/04/2022,14,
Campaspe,Campaspe,Bryants,4,3 to 4,Brachypodium spp.,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,4,3 to 4,Lachnagrostis filiformis s.l.,5,5/04/2022,14,
Campaspe,Campaspe,Bryants,4,3 to 4,Rytidosperma spp.,5,5/04/2022,14,
Campaspe,Campaspe,Bryants,4,3 to 4,Bromus diandrus,5,5/04/2022,14,
Campaspe,Campaspe,Bryants,5, -1 to 0,Lachnagrostis filiformis s.l.,3,5/04/2022,14,
Campaspe,Campaspe,Bryants,5,0 to 1,Lachnagrostis filiformis s.l.,6,5/04/2022,14,
Campaspe,Campaspe,Bryants,5,1 to 2,Brachypodium spp.,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,5,2 to 3,Brachypodium spp.,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,5,3 to 4,Brachypodium spp.,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,6, -1 to 0,Brachypodium spp.,>100,5/04/2022,14,
Campaspe,Campaspe,Bryants,6,0 to 1,Brachypodium spp.,50 to 100,5/04/2022,14,
Campaspe,Campaspe,Bryants,6,1 to 2,Brachypodium spp.,50 to 100,5/04/2022,14,
Campaspe,Campaspe,Bryants,6,2 to 3,Sonchus spp.,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,6,2 to 3,Brachypodium spp.,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,7, -1 to 0,Plantago lanceolata,3,5/04/2022,14,
Campaspe,Campaspe,Bryants,7, -1 to 0,Sonchus oleraceus,2,5/04/2022,14,
Campaspe,Campaspe,Bryants,7, -1 to 0,Lachnagrostis filiformis s.l.,5,5/04/2022,14,
Campaspe,Campaspe,Bryants,7,0 to 1,Plantago lanceolata,4,5/04/2022,14,
Campaspe,Campaspe,Bryants,7,0 to 1,Lachnagrostis filiformis s.l.,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,7,0 to 1,Rytidosperma spp.,3,5/04/2022,14,
Campaspe,Campaspe,Bryants,7,0 to 1,Brachypodium spp.,3,5/04/2022,14,
Campaspe,Campaspe,Bryants,7,1 to 2,Brachypodium spp.,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,7,1 to 2,Plantago lanceolata,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,7,2 to 3,Plantago lanceolata,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,7,2 to 3,Brachypodium spp.,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,8, -1 to 0,Lolium spp.,5,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,0 to 1,Lolium spp.,5,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,1 to 2,Nil,0,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,2 to 3,Nil,0,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,3 to 4,Cirsium vulgare,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,3 to 4,Brachypodium spp.,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,4 to 5,Cirsium vulgare,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,4 to 5,Bromus diandrus,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,4 to 5,Lolium spp.,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,4 to 5,Brachypodium spp.,5,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,5 to 6,Brachypodium spp.,50 to 100,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,5 to 6,Cirsium vulgare,3,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,5 to 6,Bromus diandrus,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,5 to 6,Plantago lanceolata,2,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,6 to 7,Brachypodium spp.,50 to 100,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,6 to 7,Plantago lanceolata,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,6 to 7,Cirsium vulgare,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,7 to 8,Brachypodium spp.,>100,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,7 to 8,Plantago lanceolata,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,7 to 8,Cirsium vulgare,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,7 to 8,Sonchus oleraceus,1,5/04/2022,14,
Campaspe,Campaspe,Bryants,8,7 to 8,Bromus diandrus,10 to 50,5/04/2022,14,
Campaspe,Campaspe,Bryants,9, -1 to 0,Lachnagrostis filiformis s.l.,3,6/04/2022,14,
Campaspe,Campaspe,Bryants,9,0 to 1,Setaria spp.,1,6/04/2022,14,
Campaspe,Campaspe,Bryants,9,1 to 2,Setaria spp.,1,6/04/2022,14,
Campaspe,Campaspe,Bryants,9,1 to 2,Lolium rigidum,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Bryants,9,1 to 2,Cirsium vulgare,1,6/04/2022,14,
Campaspe,Campaspe,Bryants,9,2 to 3,Setaria spp.,4,6/04/2022,14,
Campaspe,Campaspe,Bryants,9,2 to 3,Lolium rigidum,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Bryants,9,3 to 4,Lolium rigidum,5,6/04/2022,14,
Campaspe,Campaspe,Bryants,9,4 to 5,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Bryants,9,5 to 6,Lachnagrostis filiformis s.l.,3,6/04/2022,14,
Campaspe,Campaspe,Bryants,9,6 to 7,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Bryants,9,7 to 8,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Bryants,9,8 to 9,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Bryants,9,9 to 10,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Bryants,9,10 to 11,Rumex brownii,1,6/04/2022,14,
Campaspe,Campaspe,Bryants,9,11 to 12,Ehrharta longiflora,2,6/04/2022,14,
Campaspe,Campaspe,Bryants,9,11 to 12,Plantago lanceolata,2,6/04/2022,14,
Campaspe,Campaspe,Bryants,10, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Bryants,10,0 to 1,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Bryants,10,1 to 2,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Bryants,10,2 to 3,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Bryants,10,3 to 4,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Bryants,10,4 to 5,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Bryants,10,5 to 6,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,1, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,1,0 to 1,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,1,1 to 2,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,1,2 to 3,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,1,3 to 4,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,1,4 to 5,Bromus diandrus,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,1,6 to 7,Bromus catharticus,5,6/04/2022,14,
Campaspe,Campaspe,Spencer,1,6 to 7,Bromus diandrus,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,1,6 to 7,Rumex spp.,1,6/04/2022,14,
Campaspe,Campaspe,Spencer,1,8 to 9,Bromus diandrus,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,1,10 to 11,Ehrharta longiflora,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,1,10 to 11,Bromus diandrus,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,2, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,2,0 to 1,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,2,1 to 2,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,2,2 to 3,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,2,3 to 4,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,2,4 to 5,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,2,5 to 6,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,2,6 to 7,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,2,7 to 8,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,2,8 to 9,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,3, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,3,0 to 1,Verbena officinalis s.l.,1,6/04/2022,14,
Campaspe,Campaspe,Spencer,3,1 to 2,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,3,2 to 3,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,3,3 to 4,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,3,4 to 5,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,3,6 to 7,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,3,8 to 9,Bromus catharticus,3,6/04/2022,14,
Campaspe,Campaspe,Spencer,3,8 to 9,Bromus diandrus,8,6/04/2022,14,
Campaspe,Campaspe,Spencer,3,10 to 11,Bromus diandrus,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,3,12 to 13,Bromus diandrus,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,3,14 to 15,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,4, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,4,0 to 1,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,4,1 to 2,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,4,2 to 3,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,4,3 to 4,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,5, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,5,0 to 1,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,5,1 to 2,Bromus diandrus,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,5,2 to 3,Bromus diandrus,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,5,3 to 4,Bromus diandrus,3,6/04/2022,14,
Campaspe,Campaspe,Spencer,5,4 to 5,Bromus diandrus,2,6/04/2022,14,
Campaspe,Campaspe,Spencer,5,5 to 6,Nil,0,6/04/2022,14,no entry - assume nil?
Campaspe,Campaspe,Spencer,6, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,6,0 to 1,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,6,0 to 1,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,6,1 to 2,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,6,2 to 3,Verbena officinalis s.l.,1,6/04/2022,14,
Campaspe,Campaspe,Spencer,6,3 to 4,Plantago lanceolata,1,6/04/2022,14,
Campaspe,Campaspe,Spencer,7, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,7,0 to 1,Sonchus spp.,1,6/04/2022,14,
Campaspe,Campaspe,Spencer,7,1 to 2,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,7,2 to 3,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,7,3 to 4,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,8, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,8,0 to 1,Brachypodium spp.,4,6/04/2022,14,
Campaspe,Campaspe,Spencer,8,1 to 2,Brachypodium spp.,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,8,2 to 3,Brachypodium spp.,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,8,2 to 3,Plantago lanceolata,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,8,3 to 4,Sonchus oleraceus,3,6/04/2022,14,
Campaspe,Campaspe,Spencer,8,3 to 4,Brachypodium spp.,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,8,3 to 4,Plantago lanceolata,6,6/04/2022,14,
Campaspe,Campaspe,Spencer,8,3 to 4,Bromus diandrus,3,6/04/2022,14,
Campaspe,Campaspe,Spencer,8,4 to 5,Plantago lanceolata,2,6/04/2022,14,
Campaspe,Campaspe,Spencer,8,4 to 5,Sonchus oleraceus,1,6/04/2022,14,
Campaspe,Campaspe,Spencer,8,4 to 5,Brachypodium spp.,5,6/04/2022,14,
Campaspe,Campaspe,Spencer,8,4 to 5,Ehrharta longiflora,5,6/04/2022,14,
Campaspe,Campaspe,Spencer,9, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,9,0 to 1,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,9,1 to 2,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,9,2 to 3,Bromus spp.,1,6/04/2022,14,
Campaspe,Campaspe,Spencer,9,2 to 3,Brachypodium spp.,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,9,3 to 4,Bromus spp.,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,9,3 to 4,Brachypodium spp.,3,6/04/2022,14,
Campaspe,Campaspe,Spencer,9,4 to 5,Bromus spp.,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,9,5 to 6,Bromus spp.,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,10, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,10,0 to 1,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,10,1 to 2,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Spencer,10,2 to 3,Bromus diandrus,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,10,2 to 3,Sonchus oleraceus,1,6/04/2022,14,
Campaspe,Campaspe,Spencer,10,2 to 3,Lolium rigidum,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,10,2 to 3,Ehrharta longiflora,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,10,3 to 4,Bromus diandrus,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,10,3 to 4,Ehrharta longiflora,2,6/04/2022,14,
Campaspe,Campaspe,Spencer,10,4 to 5,Ehrharta longiflora,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Spencer,10,4 to 5,Bromus diandrus,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Strathallan,1, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,1,0 to 1,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,1,1 to 2,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,1,2 to 3,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,2, -1 to 0,Lachnagrostis filiformis s.l.,4,6/04/2022,14,
Campaspe,Campaspe,Strathallan,2,0 to 1,Panicum coloratum,1,6/04/2022,14,
Campaspe,Campaspe,Strathallan,2,0 to 1,Plantago lanceolata,2,6/04/2022,14,
Campaspe,Campaspe,Strathallan,2,0 to 1,Sonchus oleraceus,1,6/04/2022,14,
Campaspe,Campaspe,Strathallan,2,0 to 1,Lolium rigidum,1,6/04/2022,14,
Campaspe,Campaspe,Strathallan,2,1 to 2,Plantago lanceolata,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Strathallan,2,1 to 2,Panicum coloratum,1,6/04/2022,14,
Campaspe,Campaspe,Strathallan,2,2 to 3,Plantago lanceolata,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Strathallan,2,2 to 3,Sonchus oleraceus,1,6/04/2022,14,
Campaspe,Campaspe,Strathallan,2,3 to 4,Plantago lanceolata,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Strathallan,2,4 to 5,Ehrharta longiflora,1,6/04/2022,14,
Campaspe,Campaspe,Strathallan,3, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,3,0 to 1,Monocot,5,6/04/2022,14,grass
Campaspe,Campaspe,Strathallan,3,1 to 2,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,3,2 to 3,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,3,3 to 4,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,4, -1 to 0,Sonchus oleraceus,1,6/04/2022,14,
Campaspe,Campaspe,Strathallan,4, -1 to 0,Panicum coloratum,2,6/04/2022,14,
Campaspe,Campaspe,Strathallan,4, -1 to 0,Lachnagrostis filiformis s.l.,2,6/04/2022,14,
Campaspe,Campaspe,Strathallan,4,0 to 1,Lolium rigidum,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Strathallan,4,0 to 1,Rytidosperma spp.,2,6/04/2022,14,
Campaspe,Campaspe,Strathallan,4,1 to 2,Lolium rigidum,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Strathallan,4,2 to 3,Rumex brownii,1,6/04/2022,14,
Campaspe,Campaspe,Strathallan,4,3 to 4,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,4,4 to 5,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,5, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,5,0 to 1,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,5,1 to 2,Ehrharta longiflora,3,6/04/2022,14,
Campaspe,Campaspe,Strathallan,5,2 to 3,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,5,3 to 4,Ehrharta longiflora,7,6/04/2022,14,
Campaspe,Campaspe,Strathallan,6, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,6,0 to 1,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,6,1 to 2,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,6,2 to 3,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,6,3 to 4,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,6,4 to 5,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,6,5 to 6,Ehrharta longiflora,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Strathallan,6,6 to 7,Ehrharta longiflora,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Strathallan,6,7 to 8,Ehrharta longiflora,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,0 to 1,Cyperus eragrostis,8,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,0 to 1,Lachnagrostis filiformis s.l.,3,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,0 to 1,Lythrum hyssopifolia,1,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,1 to 2,Helminthotheca echioides,1,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,1 to 2,Symphyotrichum subulatum,2,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,1 to 2,Lythrum hyssopifolia,5,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,1 to 2,Cyperus eragrostis,2,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,1 to 2,Sonchus oleraceus,1,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,2 to 3,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,3 to 4,Lactuca serriola,1,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,3 to 4,Lolium rigidum,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,3 to 4,Sonchus oleraceus,1,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,4 to 5,Helminthotheca echioides,1,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,4 to 5,Lolium rigidum,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,4 to 5,Ehrharta longiflora,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,5 to 6,Ehrharta longiflora,50 to 100,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,5 to 6,Lolium rigidum,50 to 100,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,6 to 7,Lolium rigidum,50 to 100,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,6 to 7,Ehrharta longiflora,50 to 100,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,7 to 8,Sonchus oleraceus,1,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,7 to 8,Ehrharta longiflora,50 to 100,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,7 to 8,Lolium rigidum,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,8 to 9,Ehrharta longiflora,50 to 100,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,8 to 9,Lactuca serriola,1,6/04/2022,14,
Campaspe,Campaspe,Strathallan,7,8 to 9,Lolium rigidum,10 to 50,6/04/2022,14,
Campaspe,Campaspe,Strathallan,8, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,8,0 to 1,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,8,1 to 2,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,8,2 to 3,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,8,3 to 4,Laphangium luteoalbum,1,6/04/2022,14,was in as Chryso luteo
Campaspe,Campaspe,Strathallan,8,4 to 5,Laphangium luteoalbum,1,6/04/2022,14,was in as Chryso luteo
Campaspe,Campaspe,Strathallan,8,6 to 7,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,8,8 to 9,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,8,10 to 11,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,8,12 to 13,Lolium rigidum,2,6/04/2022,14,
Campaspe,Campaspe,Strathallan,8,14 to 15,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,9, -1 to 0,Sonchus spp.,2,6/04/2022,14,
Campaspe,Campaspe,Strathallan,9,0 to 1,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,9,1 to 2,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,9,2 to 3,Nil,0,6/04/2022,14,
