SYSTEM,WATERWAY,SITE,TRANSECT,METRES,SPECIES,HITS,HEIGHT,DATE,SURVEY,DC COMMS
Campaspe,Campaspe,Spencer,6,3,Bare,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,6,3,Litter,36,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,6,3,Panicum coloratum,5,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,6,3,Paspalidium jubiflorum,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,6,3,Carex bichenoviana,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,6,4,Bare,14,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,6,4,Litter,24,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,6,4,Log,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,6,4,Carex bichenoviana,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,6,4,Rytidosperma spp.,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,6,4,Phragmites australis,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,-1,Water,40,0_1m,6/04/2022,15,NIL VEG
Campaspe,Campaspe,Spencer,7,0,Bare,27,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,0,Litter,10,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,0,Tree root,3,0_1m,6/04/2022,15,NIL VEG
Campaspe,Campaspe,Spencer,7,1,Bare,24,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,1,Litter,16,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,1,Rytidosperma spp.,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,1,Paspalidium jubiflorum,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,1,Poa labillardierei var. labillardierei,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,2,Bare,6,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,2,Litter,34,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,2,Poa labillardierei var. labillardierei,6,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,2,Rytidosperma spp.,6,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,2,Panicum coloratum,6,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,3,Bare,27,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,3,Litter,13,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,3,Rytidosperma spp.,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,3,Poa labillardierei var. labillardierei,8,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,4,Bare,26,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,4,Litter,10,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,4,Tree root,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,4,Paspalidium jubiflorum,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,7,4,Rytidosperma spp.,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,-1,Litter,40,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,-1,Phragmites australis,37,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,0,Litter,40,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,0,Phragmites australis,35,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,1,Litter,40,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,1,Phragmites australis,36,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,1,Brachypodium spp.,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,2,Bare,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,2,Litter,38,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,2,Phragmites australis,21,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,2,Brachypodium spp.,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,2,Lachnagrostis filiformis s.l.,11,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,2,Poa labillardierei var. labillardierei,5,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,2,Plantago lanceolata,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,2,Panicum coloratum,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,2,Helminthotheca echioides,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,3,Bare,7,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,3,Litter,33,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,3,Poa labillardierei var. labillardierei,7,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,3,Rytidosperma spp.,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,3,Bromus diandrus,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,3,Brachypodium spp.,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,3,Helminthotheca echioides,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,3,Plantago lanceolata,7,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,3,Lachnagrostis filiformis s.l.,6,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,4,Bare,5,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,4,Litter,35,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,4,Brachypodium spp.,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,4,Ehrharta longiflora,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,4,Poa labillardierei var. labillardierei,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,4,Verbena officinalis,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,4,Plantago lanceolata,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,4,Rytidosperma spp.,5,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,5,Bare,9,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,5,Litter,24,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,5,Log,7,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,5,Microlaena stipoides var. stipoides,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,5,Ehrharta longiflora,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,8,5,Plantago lanceolata,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,-1,Water,40,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,-1,Poa labillardierei var. labillardierei,5,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,-1,Phragmites australis,35,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,-1,Panicum coloratum,5,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,0,Bare,11,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,0,Litter,29,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,0,Lachnagrostis filiformis s.l.,25,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,0,Phragmites australis,17,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,0,Calotis scapigera,12,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,0,Panicum coloratum,18,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,0,Wahlenbergia spp.,11,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,0,Rytidosperma spp.,7,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,0,Hemarthria uncinata var. uncinata,7,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,0,Poa labillardierei var. labillardierei,13,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,1,Bare,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,1,Litter,39,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,1,Cynodon dactylon var. dactylon,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,1,Lachnagrostis filiformis s.l.,5,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,1,Poa labillardierei var. labillardierei,15,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,1,Juncus amabilis,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,1,Wahlenbergia spp.,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,1,Calotis scapigera,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,1,Phragmites australis,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,1,Rytidosperma spp.,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,1,Panicum coloratum,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,2,Litter,40,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,2,Poa labillardierei var. labillardierei,27,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,2,Rytidosperma spp.,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,2,Calotis scapigera,5,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,2,Lachnagrostis filiformis s.l.,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,2,Juncus amabilis,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,2,Panicum coloratum,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,2,Plantago lanceolata,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,3,Litter,40,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,3,Poa labillardierei var. labillardierei,38,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,3,Phalaris aquatica,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,3,Plantago lanceolata,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,3,Calotis scapigera,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,3,Rytidosperma spp.,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,4,Bare,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,4,Litter,39,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,4,Poa labillardierei var. labillardierei,15,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,4,Plantago lanceolata,7,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,4,Rytidosperma spp.,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,4,Eucalyptus camaldulensis subsp. camaldulensis,9,1_5m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,5,Litter,40,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,5,Poa labillardierei var. labillardierei,25,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,5,Plantago lanceolata,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,6,Bare,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,6,Litter,36,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,6,Poa labillardierei var. labillardierei,10,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,9,6,Plantago lanceolata,6,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,-1,Bare,5,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,-1,Litter,20,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,-1,Water,15,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,-1,Phragmites australis,33,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,-1,Poa labillardierei var. labillardierei,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,-1,Lachnagrostis filiformis s.l.,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,-1,Juncus amabilis,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,0,Bare,5,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,0,Litter,35,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,0,Symphyotrichum subulatum,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,0,Lachnagrostis filiformis s.l.,7,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,0,Phragmites australis,35,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,1,Bare,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,1,Litter,36,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,1,Phragmites australis,29,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,1,Symphyotrichum subulatum,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,1,Panicum coloratum,12,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,1,Juncus amabilis,13,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,1,Lachnagrostis filiformis s.l.,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,2,Litter,40,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,2,Brachypodium spp.,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,2,Phragmites australis,5,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,2,Poa labillardierei var. labillardierei,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,2,Panicum coloratum,12,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,2,Lachnagrostis filiformis s.l.,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,3,Bare,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,3,Litter,38,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,3,Poa labillardierei var. labillardierei,12,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,3,Brachypodium spp.,5,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,3,Ehrharta longiflora,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,3,Panicum coloratum,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,3,Rytidosperma spp.,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,3,Juncus amabilis,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,3,Bromus diandrus,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,3,Lachnagrostis filiformis s.l.,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,4,Bare,5,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,4,Litter,35,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,4,Carex tereticaulis,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,4,Poa labillardierei var. labillardierei,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,4,Panicum coloratum,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,4,Rytidosperma spp.,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,5,Bare,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,5,Litter,35,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,5,Tree,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,5,Ehrharta erecta var. erecta,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,5,Panicum coloratum,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Spencer,10,5,Juncus amabilis,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,-1,Litter,11,0_1m,6/04/2022,15,NIL VEG
Campaspe,Campaspe,Strathallan,1,-1,Water,29,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,0,Bare,12,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,0,Litter,28,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,0,Paspalum dilatatum,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,0,Paspalidium jubiflorum,11,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,0,Juncus spp.,10,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,1,Bare,9,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,1,Litter,31,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,1,Phyla canescens,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,1,Paspalum dilatatum,12,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,1,Poa labillardierei var. labillardierei ,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,2,Bare,11,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,2,Litter,31,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,2,Karl's grass,10,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,3,Bare,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,3,Litter,38,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,1,3,Karl's grass,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,-1,Water,40,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,-1,Panicum coloratum,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,0,Bare,25,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,0,Litter,14,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,0,Tree,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,0,Lachnagrostis filiformis s.l.,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,0,Panicum coloratum,10,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,1,Bare,8,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,1,Litter,30,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,1,Log,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,1,Lachnagrostis filiformis s.l.,9,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,1,Panicum coloratum,7,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,1,Paspalidium jubiflorum,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,1,Cirsium vulgare,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,1,Juncus amabilis,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,1,Plantago lanceolata,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,2,Bare,8,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,2,Litter,32,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,2,Lachnagrostis filiformis s.l.,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,2,Plantago lanceolata,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,2,Panicum coloratum,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,2,Juncus amabilis,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,3,Bare,8,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,3,Litter,32,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,3,Rytidosperma spp.,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,3,Juncus amabilis,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,3,Paspalidium jubiflorum,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,3,Wahlenbergia spp.,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,4,Bare,21,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,4,Litter,19,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,4,Verbena officinalis,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,4,Plantago lanceolata,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,2,5,Bare,10,0_1m,6/04/2022,15,NIL VEG
Campaspe,Campaspe,Strathallan,2,5,Litter,30,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,-1,Bare,6,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,-1,Litter,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,-1,Tree root,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,-1,Water,28,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,-1,Juncus spp.,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,-1,Cynodon dactylon var. dactylon,14,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,-1,Panicum coloratum,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,-1,Alternanthera denticulata,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,-1,Lachnagrostis filiformis s.l.,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,-1,Plantago lanceolata,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,0,Bare,16,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,0,Litter,24,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,0,Panicum coloratum,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,0,Plantago lanceolata,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,0,Paspalidium jubiflorum,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,0,Carex bichenoviana,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,0,Lactuca serriola,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,0,Lachnagrostis filiformis s.l.,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,1,Bare,12,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,1,Litter,27,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,1,Tree root,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,1,Rytidosperma spp.,16,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,1,Plantago lanceolata,13,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,1,Poa labillardierei var. labillardierei ,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,1,Carex bichenoviana,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,1,Alternanthera denticulata,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,2,Bare,7,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,2,Litter,32,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,2,Plant ,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,2,Rytidosperma spp.,9,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,2,Plantago lanceolata,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,2,Carex bichenoviana,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,3,Bare,5,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,3,Litter,35,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,3,Rytidosperma spp.,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,3,Plantago lanceolata,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,3,Carex bichenoviana,4,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,3,Panicum coloratum,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,4,Bare,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,4,Litter,37,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,4,Rytidosperma spp.,10,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,3,4,Carex bichenoviana,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,-1,Bare,10,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,-1,Litter,10,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,-1,Water,20,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,-1,Lachnagrostis filiformis s.l.,6,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,-1,Juncus amabilis,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,0,Bare,7,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,0,Litter,33,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,0,Calotis scapigera,10,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,0,Carex bichenoviana,8,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,0,Juncus amabilis,15,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,0,Plantago lanceolata,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,0,Paspalidium jubiflorum,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,0,Symphyotrichum subulatum,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,0,Panicum coloratum,22,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,1,Bare,7,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,1,Litter,33,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,1,Panicum coloratum,13,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,1,Carex bichenoviana,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,1,Plantago lanceolata,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,1,Juncus amabilis,7,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,1,Oxalis perennans,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,1,Poa labillardierei var. labillardierei ,2,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,1,Phyla canescens,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,1,Rytidosperma spp.,1,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,2,Bare,10,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,2,Litter,30,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,2,Walwhalleya proluta,3,0_1m,6/04/2022,15,
Campaspe,Campaspe,Strathallan,4,2,Rytidosperma spp.,10,0_1m,6/04/2022,15,
